distance,dropoff_h3,duration,pickup_h3
28427.6,8a2a100d274ffff,1759.1,882a103b07fffff
27736.9,8a2a100d200ffff,1665.0,882a103b07fffff
33110.4,8a2a100ae61ffff,1847.5,882a103b07fffff
27515.8,8a2a100d2047fff,1638.3,882a103b07fffff
30361.8,8a2a1008c65ffff,1851.0,882a103b07fffff
28712.9,8a2a1008cb57fff,1711.4,882a103b07fffff
36175.8,8a2a100ae7b7fff,1979.5,882a103b07fffff
28495.6,8a2a1008b20ffff,1760.6,882a103b07fffff
35110.8,8a2a100a10affff,1999.6,882a103b07fffff
28537.9,8a2a100d64effff,1672.2,882a103b07fffff
30310.9,8a2a10089c6ffff,1790.2,882a103b07fffff
29145.4,8a2a100ab667fff,1728.4,882a103b07fffff
30089.1,8a2a10089497fff,1836.2,882a103b07fffff
34852.7,8a2a100a1087fff,1981.8,882a103b07fffff
27582.9,8a2a100d2a97fff,1656.5,882a103b07fffff
28267.4,8a2a1008d00ffff,1681.3,882a103b07fffff
27222.1,8a2a100d6247fff,1560.6,882a103b07fffff
27811.3,8a2a1008dc07fff,1658.1,882a103b07fffff
24699.2,8a2a1072c0a7fff,1736.5,882a103b07fffff
28168.4,8a2a1008cacffff,1658.6,882a103b07fffff
28552.4,8a2a1008cae7fff,1690.6,882a103b07fffff
29636.4,8a2a10089817fff,1717.2,882a103b07fffff
29318.0,8a2a1008bb07fff,1807.6,882a103b07fffff
30140.4,8a2a100d3667fff,1765.8,882a103b07fffff
25846.3,8a2a107281affff,1857.7,882a103b07fffff
28671.2,8a2a10089707fff,1741.4,882a103b07fffff
25308.3,8a2a100d3c4ffff,1804.2,882a103b07fffff
34780.7,8a2a100a1a97fff,1939.5,882a103b07fffff
27068.2,8a2a1008d8affff,1582.7,882a103b07fffff
32455.8,8a2a100aac67fff,1915.2,882a103b07fffff
32295.4,8a2a100880f7fff,1884.3,882a103b07fffff
34019.6,8a2a100a1647fff,1886.3,882a103b07fffff
26772.4,8a2a100f64b7fff,1549.5,882a103b07fffff
27941.0,8a2a100893affff,1672.3,882a103b07fffff
28388.2,8a2a100d234ffff,1749.2,882a103b07fffff
29304.7,8a2a100d2267fff,1776.6,882a103b07fffff
30603.9,8a2a100aa74ffff,1847.4,882a103b07fffff
25370.8,8a2a1072cc77fff,1829.5,882a103b07fffff
24391.1,8a2a1072dd77fff,1706.4,882a103b07fffff
30728.8,8a2a100aa287fff,1844.6,882a103b07fffff
24222.4,8a2a1072cb9ffff,1668.8,882a103b07fffff
33021.2,8a2a100ae877fff,1804.4,882a103b07fffff
24472.5,8a2a1072c00ffff,1701.9,882a103b07fffff
30083.8,8a2a10089ac7fff,1758.0,882a103b07fffff
27992.6,8a2a100d6d27fff,1677.6,882a103b07fffff
27163.8,8a2a100d2897fff,1565.1,882a103b07fffff
26838.9,8a2a100d6b9ffff,1600.5,882a103b07fffff
29797.0,8a2a1008c8e7fff,1779.7,882a103b07fffff
25051.7,8a2a1072880ffff,1727.7,882a103b07fffff
26268.0,8a2a100d294ffff,1481.2,882a103b07fffff
26344.4,8a2a1072d91ffff,1778.4,882a103b07fffff
24192.6,8a2a1072d527fff,1678.6,882a103b07fffff
27565.8,8a2a100d4597fff,1670.5,882a103b07fffff
25641.0,8a2a1072cc07fff,1882.4,882a103b07fffff
26495.9,8a2a100d286ffff,1507.4,882a103b07fffff
27990.5,8a2a1008dda7fff,1656.9,882a103b07fffff
28820.6,8a2a1072514ffff,1671.3,882a103b07fffff
27499.2,8a2a100d6987fff,1645.0,882a103b07fffff
25588.4,8a2a1072c98ffff,1860.5,882a103b07fffff
29413.2,8a2a1008d60ffff,1765.3,882a103b07fffff
28339.3,8a2a100ab6a7fff,1674.1,882a103b07fffff
24809.1,8a2a1072cb37fff,1751.6,882a103b07fffff
32569.1,8a2a100aea97fff,1797.9,882a103b07fffff
23955.7,8a2a1072dd37fff,1709.5,882a103b07fffff
30187.8,8a2a1008912ffff,1772.2,882a103b07fffff
29286.1,8a2a10089877fff,1696.0,882a103b07fffff
31511.3,8a2a100aa0c7fff,1961.9,882a103b07fffff
28537.3,8a2a1008d21ffff,1685.8,882a103b07fffff
25189.9,8a2a1072816ffff,1747.9,882a103b07fffff
29689.3,8a2a1008b0cffff,1834.9,882a103b07fffff
27297.7,8a2a100d4437fff,1642.4,882a103b07fffff
31246.0,8a2a100aa0f7fff,1897.8,882a103b07fffff
33144.3,8a2a100ae8c7fff,1831.3,882a103b07fffff
28097.9,8a2a100892a7fff,1719.8,882a103b07fffff
33020.1,8a2a100888b7fff,1941.8,882a103b07fffff
28313.1,8a2a1008962ffff,1736.6,882a103b07fffff
28649.7,8a2a100ab467fff,1694.6,882a103b07fffff
28174.3,8a2a10725a2ffff,1642.8,882a103b07fffff
33634.0,8a2a100ae547fff,1850.8,882a103b07fffff
25411.0,8a2a1072c787fff,1803.2,882a103b07fffff
29286.3,8a2a1008982ffff,1674.6,882a103b07fffff
29976.0,8a2a100aaacffff,1706.3,882a103b07fffff
27994.4,8a2a100d20affff,1682.4,882a103b07fffff
28059.8,8a2a100d6c87fff,1681.5,882a103b07fffff
30017.0,8a2a1008c977fff,1815.4,882a103b07fffff
34826.8,8a2a100a114ffff,1949.2,882a103b07fffff
32865.5,8a2a100ae147fff,1834.8,882a103b07fffff
27266.1,8a2a100d2a8ffff,1615.0,882a103b07fffff
24478.6,8a2a100d36dffff,1713.6,882a103b07fffff
27850.6,8a2a10089247fff,1705.2,882a103b07fffff
36213.0,8a2a100a14cffff,2015.5,882a103b07fffff
31399.8,8a2a10089caffff,1854.5,882a103b07fffff
29846.1,8a2a100ab497fff,1821.0,882a103b07fffff
24880.8,8a2a1072d99ffff,1785.1,882a103b07fffff
28674.3,8a2a1008dc87fff,1710.0,882a103b07fffff
27825.9,8a2a100d671ffff,1620.4,882a103b07fffff
29333.2,8a2a1008d62ffff,1766.9,882a103b07fffff
33586.3,8a2a1008c657fff,1964.5,882a103b07fffff
30534.6,8a2a10088a6ffff,1803.8,882a103b07fffff
27139.8,8a2a100d611ffff,1620.2,882a103b07fffff
27340.7,8a2a1008d88ffff,1608.7,882a103b07fffff
29742.2,8a2a10088b2ffff,1786.5,882a103b07fffff
28924.8,8a2a1008944ffff,1769.9,882a103b07fffff
29222.5,8a2a100ab52ffff,1741.4,882a103b07fffff
29448.5,8a2a10721927fff,1789.1,882a103b07fffff
29809.6,8a2a10721a67fff,1900.8,882a103b07fffff
28700.8,8a2a1008d467fff,1731.9,882a103b07fffff
32975.1,8a2a100ae60ffff,1828.1,882a103b07fffff
28790.7,8a2a100f649ffff,1686.7,882a103b07fffff
27075.1,8a2a100d6287fff,1548.4,882a103b07fffff
25769.2,8a2a1072cc97fff,1851.4,882a103b07fffff
24187.9,8a2a1072ca37fff,1671.8,882a103b07fffff
30148.0,8a2a1008d79ffff,1851.5,882a103b07fffff
30405.8,8a2a1072180ffff,1860.0,882a103b07fffff
30061.4,8a2a1072591ffff,1773.1,882a103b07fffff
27922.0,8a2a100d60e7fff,1622.4,882a103b07fffff
29628.2,8a2a10089577fff,1845.3,882a103b07fffff
30020.6,8a2a1008916ffff,1797.4,882a103b07fffff
31255.3,8a2a100aa057fff,1869.4,882a103b07fffff
37963.0,8a2a100a1577fff,2093.2,882a103b07fffff
29751.3,8a2a100899affff,1717.5,882a103b07fffff
29808.3,8a2a10089527fff,1865.6,882a103b07fffff
29938.2,8a2a10088b37fff,1803.3,882a103b07fffff
26218.2,8a2a10728187fff,1865.6,882a103b07fffff
29045.9,8a2a100ab447fff,1744.0,882a103b07fffff
36861.5,8a2a100aad27fff,2006.8,882a103b07fffff
28583.7,8a2a1008ca77fff,1708.8,882a103b07fffff
30289.9,8a2a100aaadffff,1784.9,882a103b07fffff
24492.1,8a2a1072c0dffff,1710.7,882a103b07fffff
33242.9,8a2a100ae65ffff,1858.1,882a103b07fffff
26911.3,8a2a100d32b7fff,1818.0,882a103b07fffff
31364.0,8a2a100aa007fff,1874.6,882a103b07fffff
28943.0,8a2a107253b7fff,1704.6,882a103b07fffff
25092.8,8a2a10728b9ffff,1743.0,882a103b07fffff
29790.4,8a2a1008b847fff,1868.7,882a103b07fffff
36042.7,8a2a100ae45ffff,1974.1,882a103b07fffff
27771.5,8a2a100892dffff,1675.7,882a103b07fffff
27088.2,8a2a100d441ffff,1651.5,882a103b07fffff
27970.8,8a2a100892f7fff,1711.1,882a103b07fffff
29575.7,8a2a10089cf7fff,1839.5,882a103b07fffff
26629.3,8a2a10728b27fff,1830.2,882a103b07fffff
25991.6,8a2a10728167fff,1799.5,882a103b07fffff
28079.3,8a2a100d2227fff,1724.4,882a103b07fffff
27910.2,8a2a10725b4ffff,1640.2,882a103b07fffff
28418.8,8a2a10725a8ffff,1652.0,882a103b07fffff
27777.3,8a2a100ab6e7fff,1650.5,882a103b07fffff
32536.3,8a2a100ae0dffff,1778.8,882a103b07fffff
24747.2,8a2a1072885ffff,1691.3,882a103b07fffff
28766.6,8a2a100d3cd7fff,1720.4,882a103b07fffff
31233.2,8a2a100aa147fff,1872.8,882a103b07fffff
27004.4,8a2a100d285ffff,1570.4,882a103b07fffff
28600.3,8a2a100d2747fff,1767.4,882a103b07fffff
27719.6,8a2a1008965ffff,1665.5,882a103b07fffff
30111.6,8a2a100d366ffff,1759.7,882a103b07fffff
30534.6,8a2a1008d69ffff,1803.8,882a103b07fffff
28137.1,8a2a100d4d97fff,1714.7,882a103b07fffff
29412.7,8a2a100ab5a7fff,1748.1,882a103b07fffff
29474.1,8a2a100ab5affff,1769.3,882a103b07fffff
27468.4,8a2a1008dd57fff,1601.8,882a103b07fffff
24075.1,8a2a100d3757fff,1704.8,882a103b07fffff
29112.0,8a2a100d226ffff,1755.1,882a103b07fffff
29812.6,8a2a1008b027fff,1845.2,882a103b07fffff
24810.1,8a2a10728987fff,1718.1,882a103b07fffff
28126.9,8a2a100d600ffff,1636.0,882a103b07fffff
23957.1,8a2a100d3627fff,1690.5,882a103b07fffff
29785.9,8a2a10725837fff,1785.5,882a103b07fffff
35343.3,8a2a100a155ffff,1944.7,882a103b07fffff
28141.5,8a2a100d0c97fff,1659.2,882a103b07fffff
25259.6,8a2a1072c88ffff,1813.3,882a103b07fffff
32525.1,8a2a10088017fff,1947.5,882a103b07fffff
30633.6,8a2a100aaa8ffff,1814.2,882a103b07fffff
28704.8,8a2a1008ca9ffff,1720.9,882a103b07fffff
30348.2,8a2a1008b667fff,1783.1,882a103b07fffff
28534.7,8a2a10089307fff,1747.6,882a103b07fffff
30286.5,8a2a1008b98ffff,1867.0,882a103b07fffff
28824.8,8a2a100d272ffff,1801.1,882a103b07fffff
30315.0,8a2a1008910ffff,1771.3,882a103b07fffff
28742.9,8a2a1008ca07fff,1699.0,882a103b07fffff
29983.0,8a2a100899b7fff,1736.2,882a103b07fffff
36644.8,8a2a100ae687fff,1998.2,882a103b07fffff
32079.4,8a2a100883b7fff,1917.1,882a103b07fffff
28382.8,8a2a100d6db7fff,1703.2,882a103b07fffff
28164.8,8a2a10089387fff,1701.7,882a103b07fffff
27368.2,8a2a100d2157fff,1613.6,882a103b07fffff
34894.4,8a2a100aed27fff,1954.1,882a103b07fffff
29897.1,8a2a1008b8d7fff,1850.3,882a103b07fffff
29018.8,8a2a100abc1ffff,1644.4,882a103b07fffff
26067.2,8a2a1072cdb7fff,1901.8,882a103b07fffff
27774.3,8a2a100d6c8ffff,1657.2,882a103b07fffff
31555.4,8a2a10089c9ffff,1868.5,882a103b07fffff
30187.9,8a2a100d4da7fff,1788.6,882a103b07fffff
33359.7,8a2a100ae6a7fff,1951.3,882a103b07fffff
33580.4,8a2a100aec47fff,1862.2,882a103b07fffff
29745.5,8a2a10089a07fff,1727.5,882a103b07fffff
29039.6,8a2a1008c05ffff,1752.5,882a103b07fffff
26302.8,8a2a100d6ba7fff,1551.7,882a103b07fffff
25544.6,8a2a1072c467fff,1815.8,882a103b07fffff
30888.0,8a2a100aa96ffff,1729.4,882a103b07fffff
25145.7,8a2a10728897fff,1779.1,882a103b07fffff
25174.0,8a2a1072c097fff,1799.6,882a103b07fffff
30344.4,8a2a100abd97fff,1755.4,882a103b07fffff
29959.7,8a2a1072cda7fff,1918.4,882a103b07fffff
33078.1,8a2a100ae8effff,1826.9,882a103b07fffff
26122.6,8a2a1072cd17fff,1930.4,882a103b07fffff
24374.5,8a2a1072d5a7fff,1704.0,882a103b07fffff
22618.7,8a2a1072dcdffff,1499.0,882a103b07fffff
29067.4,8a2a1008d70ffff,1734.6,882a103b07fffff
29044.1,8a2a100d265ffff,1829.1,882a103b07fffff
26957.8,8a2a1008db37fff,1618.6,882a103b07fffff
28880.8,8a2a100d2457fff,1767.7,882a103b07fffff
28751.8,8a2a10725a97fff,1675.8,882a103b07fffff
26320.0,8a2a100d2867fff,1485.2,882a103b07fffff
29602.8,8a2a10725817fff,1735.0,882a103b07fffff
25308.0,8a2a1072cc57fff,1826.2,882a103b07fffff
28110.3,8a2a10089277fff,1717.1,882a103b07fffff
27692.0,8a2a100d6687fff,1611.8,882a103b07fffff
28413.2,8a2a1008cb4ffff,1670.1,882a103b07fffff
32222.0,8a2a10088007fff,1913.6,882a103b07fffff
31390.2,8a2a100aa0e7fff,1917.2,882a103b07fffff
33208.5,8a2a100aa86ffff,1847.1,882a103b07fffff
29731.6,8a2a1008b157fff,1827.2,882a103b07fffff
29068.6,8a2a100d3537fff,1765.3,882a103b07fffff
27190.9,8a2a100d690ffff,1624.6,882a103b07fffff
23958.9,8a2a100d342ffff,1711.6,882a103b07fffff
30152.9,8a2a10088a67fff,1823.4,882a103b07fffff
29113.5,8a2a100ab49ffff,1746.5,882a103b07fffff
30344.6,8a2a10089d0ffff,1765.2,882a103b07fffff
32813.7,8a2a100ae85ffff,1796.0,882a103b07fffff
30482.6,8a2a100aa667fff,1837.4,882a103b07fffff
30963.5,8a2a10088147fff,1898.9,882a103b07fffff
28513.6,8a2a100d3c47fff,1620.4,882a103b07fffff
25505.9,8a2a1072cce7fff,1853.6,882a103b07fffff
30705.6,8a2a10089187fff,1802.9,882a103b07fffff
33775.4,8a2a100ae897fff,1877.4,882a103b07fffff
27979.5,8a2a100d2d97fff,1640.8,882a103b07fffff
30054.3,8a2a1072191ffff,1820.7,882a103b07fffff
28860.3,8a2a100ab567fff,1711.8,882a103b07fffff
23586.0,8a2a1072ca1ffff,1650.9,882a103b07fffff
29803.9,8a2a100d6597fff,1768.2,882a103b07fffff
28434.8,8a2a100d3d97fff,1687.4,882a103b07fffff
29860.3,8a2a1008d28ffff,1722.9,882a103b07fffff
26476.4,8a2a1008d867fff,1524.6,882a103b07fffff
28545.6,8a2a100d2547fff,1723.5,882a103b07fffff
34247.6,8a2a100ae6affff,1907.5,882a103b07fffff
24193.9,8a2a10728937fff,1636.3,882a103b07fffff
24629.1,8a2a100d30f7fff,1756.6,882a103b07fffff
25103.9,8a2a1072c6b7fff,1750.1,882a103b07fffff
31086.0,8a2a1008810ffff,1925.3,882a103b07fffff
30304.3,8a2a1008898ffff,1832.6,882a103b07fffff
28025.7,8a2a100d451ffff,1700.6,882a103b07fffff
30014.4,8a2a100aa2f7fff,1812.9,882a103b07fffff
23938.5,8a2a1072cae7fff,1639.9,882a103b07fffff
26446.9,8a2a100d290ffff,1499.6,882a103b07fffff
28747.5,8a2a1008dacffff,1721.9,882a103b07fffff
29766.8,8a2a1008c2dffff,1791.3,882a103b07fffff
28488.9,8a2a100d6477fff,1679.7,882a103b07fffff
29290.7,8a2a100ab4b7fff,1752.8,882a103b07fffff
28187.9,8a2a100d6ca7fff,1693.9,882a103b07fffff
27709.0,8a2a1008db77fff,1636.1,882a103b07fffff
24922.5,8a2a1072888ffff,1733.7,882a103b07fffff
29501.7,8a2a1008b15ffff,1794.6,882a103b07fffff
29178.1,8a2a1008d75ffff,1777.9,882a103b07fffff
32674.2,8a2a100aa937fff,1822.7,882a103b07fffff
28978.5,8a2a100898effff,1755.9,882a103b07fffff
23393.6,8a2a100d3797fff,1615.4,882a103b07fffff
24317.7,8a2a1072dcc7fff,1700.3,882a103b07fffff
27513.2,8a2a1008dbb7fff,1633.4,882a103b07fffff
27153.5,8a2a100d6887fff,1614.5,882a103b07fffff
27659.1,8a2a1008dc67fff,1625.0,882a103b07fffff
27107.2,8a2a1008db8ffff,1613.4,882a103b07fffff
35260.8,8a2a100a1467fff,1941.1,882a103b07fffff
28145.1,8a2a1008961ffff,1721.5,882a103b07fffff
28749.2,8a2a100ab79ffff,1706.4,882a103b07fffff
29248.5,8a2a1008c217fff,1747.0,882a103b07fffff
32173.1,8a2a100ae31ffff,1768.8,882a103b07fffff
33734.0,8a2a100aa8f7fff,1894.7,882a103b07fffff
24124.6,8a2a1072dc07fff,1667.3,882a103b07fffff
28569.9,8a2a1008d0c7fff,1728.5,882a103b07fffff
32342.2,8a2a100ae74ffff,1742.3,882a103b07fffff
27300.5,8a2a100d2b97fff,1617.1,882a103b07fffff
27462.2,8a2a100d2a9ffff,1641.2,882a103b07fffff
27778.8,8a2a100d2357fff,1677.1,882a103b07fffff
26773.5,8a2a100d6a97fff,1617.7,882a103b07fffff
31398.6,8a2a10088157fff,1961.3,882a103b07fffff
30398.5,8a2a1008c9a7fff,1831.3,882a103b07fffff
30596.1,8a2a100aa267fff,1777.6,882a103b07fffff
24565.0,8a2a1072c8cffff,1713.2,882a103b07fffff
34721.7,8a2a100a10e7fff,1951.8,882a103b07fffff
30108.9,8a2a10089d4ffff,1749.9,882a103b07fffff
28581.1,8a2a1008cb47fff,1692.4,882a103b07fffff
27817.6,8a2a100d2ceffff,1652.4,882a103b07fffff
31511.9,8a2a10088a87fff,1926.4,882a103b07fffff
28182.0,8a2a100d2207fff,1735.6,882a103b07fffff
29252.8,8a2a10725877fff,1710.2,882a103b07fffff
29859.0,8a2a100aaa0ffff,1678.0,882a103b07fffff
28602.9,8a2a10089adffff,1742.2,882a103b07fffff
28270.4,8a2a1008d317fff,1688.5,882a103b07fffff
27990.9,8a2a100d662ffff,1647.5,882a103b07fffff
28096.0,8a2a100d4d9ffff,1712.2,882a103b07fffff
27855.3,8a2a100d2017fff,1658.7,882a103b07fffff
26884.4,8a2a100d04d7fff,1548.0,882a103b07fffff
28162.5,8a2a100896effff,1710.5,882a103b07fffff
30300.0,8a2a10088817fff,1844.8,882a103b07fffff
28308.1,8a2a100d22f7fff,1743.3,882a103b07fffff
27615.5,8a2a1008d917fff,1645.3,882a103b07fffff
30534.6,8a2a1008d687fff,1803.8,882a103b07fffff
22705.0,8a2a100d36f7fff,1540.4,882a103b07fffff
27424.3,8a2a100d6ceffff,1632.1,882a103b07fffff
33774.3,8a2a1008b887fff,1943.1,882a103b07fffff
23778.3,8a2a1072caf7fff,1612.6,882a103b07fffff
29089.8,8a2a100f258ffff,1671.8,882a103b07fffff
31433.5,8a2a100f6487fff,1776.7,882a103b07fffff
31050.8,8a2a1008874ffff,1950.5,882a103b07fffff
28899.3,8a2a100f26b7fff,1660.5,882a103b07fffff
29567.1,8a2a1008c397fff,1768.8,882a103b07fffff
27666.0,8a2a100d69b7fff,1670.3,882a103b07fffff
28023.6,8a2a100ab6dffff,1665.0,882a103b07fffff
24167.9,8a2a100d348ffff,1731.4,882a103b07fffff
35127.1,8a2a100aecf7fff,1937.4,882a103b07fffff
23575.2,8a2a100d34cffff,1651.1,882a103b07fffff
29528.7,8a2a1008b3b7fff,1817.6,882a103b07fffff
24630.4,8a2a1072d597fff,1690.0,882a103b07fffff
28137.9,8a2a1008ca6ffff,1682.4,882a103b07fffff
31956.9,8a2a10088b9ffff,1919.0,882a103b07fffff
30299.5,8a2a10088a37fff,1853.1,882a103b07fffff
30561.5,8a2a1008b62ffff,1821.7,882a103b07fffff
28725.4,8a2a1008dac7fff,1706.2,882a103b07fffff
28398.9,8a2a100d2727fff,1735.5,882a103b07fffff
31007.0,8a2a100883affff,1916.3,882a103b07fffff
25583.1,8a2a100d3c77fff,1823.4,882a103b07fffff
28775.7,8a2a1008bad7fff,1735.0,882a103b07fffff
33303.9,8a2a100a122ffff,1979.6,882a103b07fffff
27405.4,8a2a100d6747fff,1570.7,882a103b07fffff
29123.4,8a2a1008cb87fff,1749.6,882a103b07fffff
28128.0,8a2a100d23b7fff,1719.1,882a103b07fffff
28840.8,8a2a1008b28ffff,1767.0,882a103b07fffff
27143.3,8a2a100d6237fff,1550.4,882a103b07fffff
29225.8,8a2a100d3caffff,1770.1,882a103b07fffff
30237.9,8a2a10088927fff,1852.5,882a103b07fffff
32426.2,8a2a100ae05ffff,1793.7,882a103b07fffff
24609.0,8a2a1072dd6ffff,1732.9,882a103b07fffff
27364.9,8a2a100d6387fff,1572.2,882a103b07fffff
33709.0,8a2a1008c677fff,1969.4,882a103b07fffff
28996.5,8a2a1008d55ffff,1746.1,882a103b07fffff
29540.1,8a2a10721b2ffff,1851.5,882a103b07fffff
27507.5,8a2a100d606ffff,1580.0,882a103b07fffff
34957.4,8a2a100a1007fff,1979.7,882a103b07fffff
28116.8,8a2a100ab7affff,1662.8,882a103b07fffff
27580.2,8a2a1008db57fff,1617.6,882a103b07fffff
29675.7,8a2a100f2587fff,1771.6,882a103b07fffff
30364.7,8a2a100aa347fff,1747.2,882a103b07fffff
24922.7,8a2a1072c187fff,1767.4,882a103b07fffff
30222.6,8a2a100898b7fff,1772.2,882a103b07fffff
32714.6,8a2a100ae0d7fff,1798.1,882a103b07fffff
26123.8,8a2a100d295ffff,1459.2,882a103b07fffff
33196.2,8a2a100ae0b7fff,1831.1,882a103b07fffff
33745.4,8a2a100ae9affff,1864.9,882a103b07fffff
25746.6,8a2a1072c477fff,1810.8,882a103b07fffff
24358.0,8a2a1072c2effff,1661.1,882a103b07fffff
29126.8,8a2a1008d7affff,1740.5,882a103b07fffff
34241.4,8a2a100a168ffff,1901.0,882a103b07fffff
27067.9,8a2a100d664ffff,1549.8,882a103b07fffff
29197.4,8a2a1008d7b7fff,1743.4,882a103b07fffff
34683.1,8a2a100a1227fff,1934.0,882a103b07fffff
25665.7,8a2a1072806ffff,1752.4,882a103b07fffff
30506.6,8a2a1008c9b7fff,1837.3,882a103b07fffff
27008.1,8a2a100d6b27fff,1652.9,882a103b07fffff
27661.1,8a2a100d6d47fff,1655.9,882a103b07fffff
27082.1,8a2a100d05a7fff,1559.6,882a103b07fffff
33966.8,8a2a100a1667fff,1890.5,882a103b07fffff
28860.5,8a2a1008b327fff,1742.5,882a103b07fffff
24696.4,8a2a10728817fff,1704.2,882a103b07fffff
24659.1,8a2a1072d51ffff,1689.5,882a103b07fffff
29683.9,8a2a10089557fff,1851.6,882a103b07fffff
27639.7,8a2a100d619ffff,1672.2,882a103b07fffff
23740.3,8a2a1072cac7fff,1615.7,882a103b07fffff
27917.8,8a2a100d2007fff,1691.2,882a103b07fffff
29580.1,8a2a1008c157fff,1778.0,882a103b07fffff
28783.0,8a2a100d3c57fff,1740.3,882a103b07fffff
29636.3,8a2a10089cd7fff,1846.2,882a103b07fffff
26717.9,8a2a1008d857fff,1561.0,882a103b07fffff
31005.2,8a2a10088667fff,1943.6,882a103b07fffff
30973.1,8a2a100aaa97fff,1845.6,882a103b07fffff
25530.6,8a2a1072c537fff,1834.7,882a103b07fffff
24694.6,8a2a1072c0affff,1738.4,882a103b07fffff
28702.4,8a2a1008b2cffff,1756.6,882a103b07fffff
28825.6,8a2a100ab54ffff,1715.7,882a103b07fffff
28108.6,8a2a100d2a67fff,1665.8,882a103b07fffff
28146.1,8a2a1008dcaffff,1693.7,882a103b07fffff
26575.2,8a2a100d6aaffff,1592.9,882a103b07fffff
27060.6,8a2a100d6647fff,1541.0,882a103b07fffff
28374.5,8a2a1008b22ffff,1742.8,882a103b07fffff
25140.1,8a2a1072812ffff,1764.0,882a103b07fffff
25391.6,8a2a10728d07fff,1782.5,882a103b07fffff
28739.6,8a2a1008902ffff,1763.5,882a103b07fffff
29601.2,8a2a100d269ffff,1864.1,882a103b07fffff
35278.4,8a2a100a1027fff,2037.2,882a103b07fffff
33205.7,8a2a100aa98ffff,1862.2,882a103b07fffff
28562.7,8a2a1072531ffff,1680.1,882a103b07fffff
30288.3,8a2a1008b8affff,1866.2,882a103b07fffff
27149.2,8a2a100d6867fff,1611.7,882a103b07fffff
34435.5,8a2a100aed37fff,1909.7,882a103b07fffff
28399.1,8a2a100890effff,1717.6,882a103b07fffff
32581.8,8a2a100880dffff,1907.2,882a103b07fffff
30072.9,8a2a1008b29ffff,1781.2,882a103b07fffff
30633.4,8a2a10089587fff,1909.4,882a103b07fffff
28952.9,8a2a100896b7fff,1758.3,882a103b07fffff
24180.5,8a2a100d360ffff,1717.7,882a103b07fffff
28485.1,8a2a100d4d87fff,1767.6,882a103b07fffff
24513.1,8a2a1072cb87fff,1719.3,882a103b07fffff
30498.5,8a2a10721af7fff,1938.3,882a103b07fffff
36987.4,8a2a100aad2ffff,2011.9,882a103b07fffff
24516.6,8a2a1072c147fff,1710.9,882a103b07fffff
28632.5,8a2a100d6457fff,1701.9,882a103b07fffff
31618.3,8a2a100d44c7fff,1719.5,882a103b07fffff
27341.7,8a2a100d66e7fff,1581.3,882a103b07fffff
24843.2,8a2a10728ba7fff,1704.7,882a103b07fffff
33851.5,8a2a100aad57fff,1872.3,882a103b07fffff
32851.4,8a2a100ae66ffff,1835.7,882a103b07fffff
32390.7,8a2a100ae3a7fff,1787.4,882a103b07fffff
29271.8,8a2a107258e7fff,1738.2,882a103b07fffff
30605.7,8a2a100aa307fff,1815.7,882a103b07fffff
30192.1,8a2a10721a37fff,1904.5,882a103b07fffff
24171.6,8a2a1072c24ffff,1677.1,882a103b07fffff
25279.0,8a2a1072c567fff,1817.5,882a103b07fffff
28700.9,8a2a100d6587fff,1749.2,882a103b07fffff
28736.4,8a2a1008c267fff,1740.0,882a103b07fffff
28906.1,8a2a100897affff,1767.8,882a103b07fffff
26635.2,8a2a100d6b77fff,1582.9,882a103b07fffff
27442.1,8a2a100d6657fff,1596.8,882a103b07fffff
29350.9,8a2a1008ba1ffff,1805.2,882a103b07fffff
29702.0,8a2a1008952ffff,1853.6,882a103b07fffff
28839.3,8a2a10725147fff,1708.8,882a103b07fffff
35480.4,8a2a100a1547fff,1962.7,882a103b07fffff
30387.8,8a2a100aaa37fff,1821.0,882a103b07fffff
30802.6,8a2a100aa31ffff,1842.6,882a103b07fffff
32647.5,8a2a100aa977fff,1806.3,882a103b07fffff
24264.4,8a2a100d3397fff,1731.1,882a103b07fffff
31426.5,8a2a100aa0d7fff,1878.0,882a103b07fffff
29143.4,8a2a1008bb67fff,1776.7,882a103b07fffff
30919.1,8a2a100882b7fff,1931.5,882a103b07fffff
27278.3,8a2a100d61affff,1625.8,882a103b07fffff
29983.0,8a2a1008c8a7fff,1795.5,882a103b07fffff
31495.7,8a2a100aa017fff,1883.3,882a103b07fffff
29887.4,8a2a100d374ffff,1734.7,882a103b07fffff
25935.2,8a2a10728c0ffff,1832.1,882a103b07fffff
34640.7,8a2a100a1307fff,1930.2,882a103b07fffff
29155.7,8a2a1008d457fff,1740.6,882a103b07fffff
29220.2,8a2a1008d41ffff,1741.6,882a103b07fffff
29985.8,8a2a10088907fff,1815.2,882a103b07fffff
30971.7,8a2a10088247fff,1936.5,882a103b07fffff
29259.3,8a2a100ab41ffff,1761.0,882a103b07fffff
30536.2,8a2a10089137fff,1800.3,882a103b07fffff
28898.2,8a2a100d3527fff,1737.0,882a103b07fffff
28639.5,8a2a100d64f7fff,1664.1,882a103b07fffff
27735.5,8a2a1008d077fff,1621.1,882a103b07fffff
35822.5,8a2a100aa657fff,1962.6,882a103b07fffff
27498.7,8a2a100d6017fff,1646.2,882a103b07fffff
24523.2,8a2a1072d4b7fff,1678.8,882a103b07fffff
